name,sn_type,redshift,mult_sn_flag,galaxy_name,position_flag,morph_type,t_type,inclination,position_angle,redshift_flag,galaxy_app_mag_flag,galaxy_app_mag,log_diameter,class
SN 2006hb,Ia,,,M-04-12-34,,E/S0,-2.6,45,67,,,13.92,0.99,SUPERNOVA TYPE I
SN 1975F,Pec,,Y,NGC2935,G,SBb,3.2,43,,,,12.18,1.59,SUPERNOVA
SN 2015H,Ia pec,,Y,NGC3464,,SBc,5,50,112,,,13,1.41,SUPERNOVA TYPE I
SN 2002J,Ic,,Y,NGC3464,,SBc,5,50,112,,,13,1.41,SUPERNOVA TYPE I
SN 2002hy,Ib pec,,Y,NGC3464,,SBc,5,50,112,,,13,1.41,SUPERNOVA TYPE I
SN 2002fi,Ia,,,M-04-07-10,,Sab,2.4,44,67,,,15.67,0.96,SUPERNOVA TYPE I
SN 2013gj,II,,,A024110-2101,,,,,,:,,,,SUPERNOVA TYPE II
SN 2006qq,IIn,,,E553-G36,,Sb,3.4,75,134,,,15.85,0.99,SUPERNOVA TYPE II
SN 2011Z,Ia pec,,,E576-G77,,S0,-2.2,27,170,,,14.52,1.02,SUPERNOVA TYPE I
SN 1954I,,,,A111436-2054,G,S:,,,,,p,17.5,,SUPERNOVA
SN 2005as,Ia,,,NGC3450,,SBc,3.2,27,140,,,12.54,1.4,SUPERNOVA TYPE I
SN 2004ag,II,0.362,,A095101-2050,,,,,,,,,,SUPERNOVA TYPE II
SN 1984N,Pec,,,NGC7184,,SBc,4.9,85,62,,,11.68,1.78,SUPERNOVA
SN 2008go,Ia,,,A221044-2047,,,,,,,,,,SUPERNOVA TYPE I
SN 2003gr,Ia,,Y,M-04-55-14,,SBbc,3.7,59,144,,,15.02,0.98,SUPERNOVA TYPE I
SN 2006ec,Ib,,Y,M-04-55-14,,SBbc,3.7,59,144,,,15.02,0.98,SUPERNOVA TYPE I
SN 2006ot,Ia,,,E544-G31,,Sa,0.8,63,6,,,15.48,0.99,SUPERNOVA TYPE I
SN 2005cq,Ia,0.31,,A095200-2043,,,,,,:,,,,SUPERNOVA TYPE I
SN 2006rx,IIn,,,A234310-2040,,,,,,,,,,SUPERNOVA TYPE II
SN 2002ds,II,,,E581-G25,,SBd pec,6.6,78,57,,,13.31,1.55,SUPERNOVA TYPE II
SN 2004bq,Ia,,,E597-G32,,Sa,1,69,2,,,15.12,1.02,SUPERNOVA TYPE I
SN 2011ic,Ia,,,A101533-2035,,,,,,,,,,SUPERNOVA TYPE I
SN 2001be,Ia,0.241,,A095251-2034,,,,,,,,,,SUPERNOVA TYPE I
SN 2010bl,Ia,,,M-03-32-18,,E,-4,,12,,,14.9,0.87,SUPERNOVA TYPE I
SN 2013ao,Ia,,,A114444-2031,,,,,,:,,,,SUPERNOVA TYPE I
SN 1937E,I:,,,NGC1482,G,S0/a,-1,64,103,,,13.14,1.38,SUPERNOVA TYPE I
SN 2000fu,,,,M-03-38-21,,SBdm:,7.6,56,140,,,14.11,1.3,SUPERNOVA
SN 1990aj,Iac,,,NGC1640,,SBb,2.9,29,45,,,12.42,1.42,SUPERNOVA TYPE I
SN 1992D,IIn,,,A060059-2022,,,,,,,,,,SUPERNOVA TYPE II
SN 1999gc,Ia,,,A010510-2017,,,,,,,,,,SUPERNOVA TYPE I
SN 2008W,II P,,,M-03-22-07,,Sc,4.6,29,166,,,14.41,0.95,SUPERNOVA TYPE II
SN 2011ds,II,,,A200220-2013,,,,,,,,,,SUPERNOVA TYPE II
SN 1999cr,II P,,,E576-G34,,Scd,7.1,81,9,:,,16.11,1.02,SUPERNOVA TYPE II
SN 2008bu,II,,,E586-G02,,Sc,4.9,70,48,,,15.83,0.96,SUPERNOVA TYPE II
SN 1999cs,Ia,,,A120425-2006,,,,,,,,,,SUPERNOVA TYPE I
SN 2007sq,II P,,,M-03-23-05,,Sbc:,4,82,166,,,13.98,1.48,SUPERNOVA TYPE II
SN 1999cx,,,,A120749-2000,,,,,,,,,,SUPERNOVA
SN 1998dp,,,,A215828-1958,,,,,,,,,,SUPERNOVA
SN 2009hf,II P,,,NGC 175,,SBab,2,29,102,,,12.9,1.33,SUPERNOVA TYPE II
SN 2010ey,Ia,,,E548-G76,,S0,-2,29,17,,,14.6,1.07,SUPERNOVA TYPE I
SN 2002cj,Ic,,,E582-G05,,Sbc,4.2,71,101,,,16.45,0.9,SUPERNOVA TYPE I
SN 2004bo,Ia,,,E576-G54,,E-S0,-2.9,,37,,,15.02,1.06,SUPERNOVA TYPE I
SN 2009fw,Ia,,,E597-G06,,S0:,-3,39,48,,,,1.27,SUPERNOVA TYPE I
SN 2010ly,Ia,,,A030503-1940,,,,,,,,,,SUPERNOVA TYPE I
SN 2002dj,Ia,,,NGC5018,,E3:,-5,42,112,,,11.69,1.52,SUPERNOVA TYPE I
SN 2008as,Ia,,,E567-G57,,Sab,2.1,67,91,,,15.2,0.96,SUPERNOVA TYPE I
SN 2007al,Ia,,,A095919-1928,,,,,,,,,,SUPERNOVA TYPE I
SN 2009jc,Ia,,,A010243-1927,,,,,,,,,,SUPERNOVA TYPE I
SN 2004K,Ia,,,E579-G22,,Sa,1,32,100,,,15.42,1.07,SUPERNOVA TYPE I
SN 2007aw,Ic,,,NGC3072,,S0/a,0,71,71,,,13.9,1.27,SUPERNOVA TYPE I
SN 1996W,II,,,NGC4027,,SBdm,8,41,167,,,11.66,1.5,SUPERNOVA TYPE II
SN 1954G,,,,A123524-1915,G,Sc:,,,,,p,17.5,,SUPERNOVA
SN 2003bw,II,,,IC1077,,SBbc?,3.7,36,135,,,13.53,1.14,SUPERNOVA TYPE II
SN 2003go,IIn,,,A195247-1911,,,,,,,,,,SUPERNOVA TYPE II
SN 2009D,Ia,,,M-03-10-52,,Sb,3.1,64,22,,,14.86,1.05,SUPERNOVA TYPE I
SN 2010hv,II P,,,A232425-1902,,,,,,,,,,SUPERNOVA TYPE II
SN 2010gg,II,,,E602-G25,,SBbc,4,61,171,,,14.26,1.18,SUPERNOVA TYPE II
SN 2006de,II,,,M-03-55-03,,Sc,5.6,55,122,,,14.71,1.01,SUPERNOVA TYPE II
SN 2005dt,II,,,M-03-59-06,,SBc:,5,37,45,,,15.09,1.11,SUPERNOVA TYPE II
SN 2007U,II,,,E552-G65,,Sb,2.9,65,54,,,15.57,1.04,SUPERNOVA TYPE II
SN 2013as,Ia,,,A115252-1859,,,,,,:,,,,SUPERNOVA TYPE I
SN 2007sr,Ia,,Y,NGC4038,,SBm,8.8,65,80,,,10.85,1.77,SUPERNOVA TYPE I
SN 2009nz,?,0.49,,A022619-1857,,,,,,,,,,SUPERNOVA
SN 2013gh,Ia,,,NGC7183,,S0 pec,-0.5,72,77,,,12.92,1.58,SUPERNOVA TYPE I
SN 1921A,,,,NGC4039,G,SBm,9,70,130,,,11.02,1.73,SUPERNOVA
SN 1987J,II,,,E601-G26,G,Sc,6,23,,,,15.8,0.88,SUPERNOVA TYPE II
SN 2013dk,Ic,,Y,NGC4038,,SBm,8.8,65,80,,,10.85,1.77,SUPERNOVA TYPE I
SN 2004gt,Ic,,Y,NGC4038,,SBm,8.8,65,80,,,10.85,1.77,SUPERNOVA TYPE I
SN 1974E,,,Y,NGC4038,G,SBm,8.8,65,80,,,10.85,1.77,SUPERNOVA
SN 2007P,II:,,,E566-G36,,Sab,1.8,57,31,,,15.75,0.86,SUPERNOVA TYPE II
SN 2015an,II pec,,,IC2367,,SBb,3.1,58,60,,,12.74,1.39,SUPERNOVA TYPE II
SN 2009hh,Ic,,,NGC1301,,SBbc,4.3,78,140,,,14.1,1.34,SUPERNOVA TYPE I
SN 2005iq,Ia,,,M-03-01-08,,Sb,2.5,61,28,,,15.23,0.99,SUPERNOVA TYPE I
SN 2006eo,II,,,M-03-12-15,,SBb,3.2,58,16,,,14.57,1.11,SUPERNOVA TYPE II
SN 2008hu,Ia,,,E561-G18,,Sbc,3.6,63,157,:,,15.7,0.97,SUPERNOVA TYPE I
SN 2009lh,Ia,,,A095322-1838,,,,,,,,,,SUPERNOVA TYPE I
SN 2009dp,Ic,,,NGC6912,,SBc,5,34,55,,,13.87,1.14,SUPERNOVA TYPE I
SN 2002el,Ia,,,NGC6986,,SB0?,-3,54,8,:,,14.93,1,SUPERNOVA TYPE I
SN 1999E,IIn,,,A131716-1833,,S,,,,,,,,SUPERNOVA TYPE II
SN 2001hf,II,,,M-03-23-17,,Sbc,4.2,67,87,,,14.24,1.03,SUPERNOVA TYPE II
SN 2013bd,IIb,,,E583-G05,,Sb,3,73,85,,,15.52,1,SUPERNOVA TYPE II
SN 2001gf,Ia,0.13,,A220421-1821,,,,,,,,,,SUPERNOVA TYPE I
SN 1992bp,Ia,,,A033637-1821,,E2/S0,,,,,,,,SUPERNOVA TYPE I
SN 2003gg,II,,,IC1321,,SBbc,4,46,85,,,15.32,1.04,SUPERNOVA TYPE II
SN 2008gg,Ia,,,NGC 539,,SBc,5,32,145,,,14.29,1.19,SUPERNOVA TYPE I
SN 2001et,II,,,M-03-51-09,,SBc,6.5,37,145,,,14.76,0.98,SUPERNOVA TYPE II
SN 1953K,,,,IC4536,G,SBd,7.9,38,10,,,13.8,1.34,SUPERNOVA
,,,,,,,,,,,,,,
,,,172,902,,,,,,,,,,
